host,yr,home,post,po,flow,hoststr,homestr,pit,gdphost,gdphome,ppphost05,ppphome05,ppphost,ppphome,pophost,pophome,plwohost,plwohome,emphost,emphome,eduhost,eduhome,open,Region,Region2,eu,as,af,y93,y94,y95,y96,y97,y98,y99,y00,y01,y02,y03,y04,y05,y06,y07,y08,y09,y10,home1,us,uk,fr,ge,lnpost,lnpo,lnhoststr,lnhomestr,lngdphost,lngdphome,lnppphost05,lnppphome05,lnppphost,lnppphome,lnpophost,lnpophome,lnplwohost,lnplwohome,lnemphost,lnemphome,lneduhost,lneduhome,lnopen,host1,hosttax,hometax,totaltax,totalgdp,wastr,lnwastr,oecd,lnpit,id,_est_fixed,oecdhost,t_2,t,aftertax,lnaftertax,am_str,eu_str,as_str,af_str,us_str,uk_str,fr_str,ge_str,oecd_str,llnwastr,am_llnwastr,eu_llnwastr,as_llnwastr,af_llnwastr,us_llnwastr,uk_llnwastr,fr_llnwastr,ge_llnwastr,oecd_llnwastr,avg_str,lnavg_str
SOUTH AFRICA,2009,U.S,6107,4999,478,34.55,40,40,2.83E+11,1.39E+13,4.61E+11,1.26E+13,5.06E+11,1.39E+13,49052.489,306771.53,32259.605,206060.77,14273.112,143479.43,,,67.140753,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U.S,1,0,0,0,8.717191,8.516994,3.542408,3.688879,26.36876,30.26029,26.85759,30.16751,26.95037,30.26029,10.80065,12.63386,10.38157,12.23593,9.566133,11.87395,,,4.206791,SOUTH AFRICA,9.78E+12,5.55E+14,8.86E+14,2.91E+13,30.4845,3.417218,0,3.688879,64,1,0,1193.703,0.3455,0.6545,-0.4238837,0,0,0,3.542408,3.542408,0,0,0,0,3.418223,0,0,0,3.418223,3.418223,0,0,0,0,27.67,3.320349
SOUTH AFRICA,2010,U.S,6503,6107,715,34.55,40,40,3.64E+11,1.45E+13,4.75E+11,1.30E+13,5.27E+11,1.45E+13,49109.107,309330.22,32347.532,207647.47,13707.7,142671.74,8.558,13.097,66.731946,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,U.S,1,0,0,0,8.780019,8.717191,3.542408,3.688879,26.61911,30.30152,26.88608,30.19728,26.99032,30.30152,10.8018,12.64216,10.38429,12.2436,9.525713,11.8683,2.146867,2.572383,4.200684,SOUTH AFRICA,1.26E+13,5.78E+14,9.90E+14,3.24E+13,30.55187,3.419426,0,3.688879,64,1,0,1193.703,0.3455,0.6545,-0.4238837,0,0,0,3.542408,3.542408,0,0,0,0,3.417218,0,0,0,3.417218,3.417218,0,0,0,0,27.63,3.318902
TUNISIA,1993,U.S,33,30,,,40,35,1.46E+10,6.58E+12,4.20E+10,8.45E+12,3.27E+10,6.58E+12,8666.19,259918.59,5155.727,169920.14,2275.9267,122910.1,,,56.881167,3,Africa,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,3.496508,3.401197,,3.688879,23.4049,29.5155,24.46026,29.76496,24.21079,29.5155,9.067184,12.46812,8.547863,12.04308,7.730143,11.71921,,,4.040964,TUNISIA,,2.63E+14,5.97E+14,1.33E+13,44.85506,3.803437,0,3.555348,68,0,,,,,,,,,,,,,,,,,,,,,,,,,36.79,3.605226
TUNISIA,1994,U.S,103,33,,,40,35,1.56E+10,6.99E+12,4.33E+10,8.80E+12,3.44E+10,6.99E+12,8811.664,263125.82,5284.3,171992.19,2353.6278,126273.64,,,64.82439,3,Africa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,4.634729,3.496508,,3.688879,23.47262,29.57597,24.49155,29.80528,24.26224,29.57597,9.083832,12.48039,8.572495,12.0552,7.763713,11.74621,,,4.171682,TUNISIA,,2.80E+14,6.37E+14,1.46E+13,43.67522,3.776781,0,3.555348,68,0,,,,,,,,,,,,,,,3.803437,0,0,0,3.803437,3.803437,0,0,0,0,35.85,3.579344
TUNISIA,1995,U.S,70,103,,,40,35,1.80E+10,7.34E+12,4.43E+10,9.02E+12,3.61E+10,7.34E+12,8946.547,266278.39,5417.15,174237.36,2410.5243,128964.13,5.067,12.635,64.128299,3,Africa,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,4.248495,4.634729,,3.688879,23.61535,29.62414,24.51479,29.83045,24.30848,29.62414,9.099023,12.4923,8.597325,12.06817,7.7876,11.76729,1.622749,2.536471,4.160886,TUNISIA,,2.94E+14,7.26E+14,1.64E+13,44.17921,3.788254,0,3.555348,68,0,,,,,,,,,,,,,,,3.776781,0,0,0,3.776781,3.776781,0,0,0,0,35.69,3.574871
TUNISIA,1996,U.S,89,70,,,40,35,1.96E+10,7.75E+12,4.75E+10,9.36E+12,3.93E+10,7.75E+12,9072.993,269394.28,5554.568,176547.32,2475.1495,131049.41,,,57.41913,3,Africa,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,4.488636,4.248495,,3.688879,23.69815,29.67886,24.58382,29.86762,24.39506,29.67886,9.113057,12.50393,8.622375,12.08134,7.814056,11.78333,,,4.050377,TUNISIA,,3.10E+14,7.10E+14,1.62E+13,43.74529,3.778384,0,3.555348,68,0,,,,,,,,,,,,,,,3.788254,0,0,0,3.788254,3.788254,0,0,0,0,35.94,3.581851
TUNISIA,1997,U.S,149,89,,,40,35,2.08E+10,8.26E+12,5.01E+10,9.78E+12,4.23E+10,8.26E+12,9193.13,272646.92,5695.964,179157.96,2535.1286,134115.38,,,44.802987,3,Africa,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,5.003946,4.488636,,3.688879,23.75564,29.74202,24.6368,29.91169,24.46713,29.74202,9.126212,12.51593,8.647513,12.09602,7.838,11.80646,,,3.802275,TUNISIA,,3.30E+14,6.62E+14,1.57E+13,42.08804,3.739764,0,3.555348,68,0,,,,,,,,,,,,,,,3.778384,0,0,0,3.778384,3.778384,0,0,0,0,34.02,3.526949
TUNISIA,1998,U.S,150,149,,35,40,35,2.18E+10,8.74E+12,5.26E+10,1.02E+13,4.50E+10,8.74E+12,9304.137,275854.1,5838.968,181754.51,2576.0364,136748.16,,,51.134088,3,Africa,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,5.010635,5.003946,3.555348,3.688879,23.80533,29.79905,24.68526,29.95476,24.52954,29.79905,9.138214,12.52763,8.672309,12.11041,7.854007,11.8259,,,3.934451,TUNISIA,7.63E+11,3.50E+14,6.46E+14,1.52E+13,42.41988,3.747617,0,3.555348,68,1,0,1225,0.35,0.65,-0.4307829,0,0,0,3.555348,3.555348,0,0,0,0,3.739764,0,0,0,3.739764,3.739764,0,0,0,0,34.61,3.544143
TUNISIA,1999,U.S,65,150,,35,40,35,2.29E+10,9.30E+12,5.57E+10,1.07E+13,4.84E+10,9.30E+12,9407.372,279040.17,5977.828,184286.96,2633.3071,138899.77,,,40.035541,3,Africa,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,4.174387,5.010635,3.555348,3.688879,23.85631,29.86114,24.74369,30.0023,24.60253,29.86114,9.149249,12.53911,8.695812,12.12425,7.875996,11.84151,,,3.689768,TUNISIA,8.03E+11,3.72E+14,6.48E+14,1.59E+13,40.81366,3.709017,0,3.555348,68,1,0,1225,0.35,0.65,-0.4307829,0,0,0,3.555348,3.555348,0,0,0,0,3.747617,0,0,0,3.747617,3.747617,0,0,0,0,33.88,3.522825
TUNISIA,2000,U.S,55,65,,35,40,35,2.15E+10,9.90E+12,5.81E+10,1.12E+13,5.16E+10,9.90E+12,9507.986,282162.41,6117.962,186813,2690.3466,141117.31,5.823,12.706,53.914844,3,Africa,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,4.007333,4.174387,3.555348,3.688879,23.79008,29.92344,24.78579,30.04319,24.66604,29.92344,9.159887,12.55024,8.718985,12.13786,7.897425,11.85735,1.761816,2.542074,3.987406,TUNISIA,7.52E+11,3.96E+14,6.24E+14,1.63E+13,38.33283,3.646307,0,3.555348,68,1,0,1225,0.35,0.65,-0.4307829,0,0,0,3.555348,3.555348,0,0,0,0,3.709017,0,0,0,3.709017,3.709017,0,0,0,0,33.53,3.51244
TUNISIA,2001,U.S,,55,,35,40,35,2.21E+10,1.02E+13,6.09E+10,1.13E+13,5.53E+10,1.02E+13,9609.57,284968.96,6262.184,189228.41,2762.0789,140997.74,,,52.349794,3,Africa,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,,4.007333,3.555348,3.688879,23.8173,29.95673,24.83315,30.05406,24.73581,29.95673,9.170515,12.56014,8.742284,12.15071,7.923739,11.8565,,,3.957948,TUNISIA,7.72E+11,4.09E+14,5.67E+14,1.56E+13,36.2211,3.589642,0,3.555348,68,0,0,1225,0.35,0.65,-0.4307829,0,0,0,3.555348,3.555348,0,0,0,0,3.646307,0,0,0,3.646307,3.646307,0,0,0,0,32.34,3.476305
TUNISIA,2002,U.S,99,,19,35,40,35,2.31E+10,1.06E+13,6.20E+10,1.15E+13,5.71E+10,1.06E+13,9710.221,287625.19,6404.532,191539.96,2797.9953,140324.42,,,60.052996,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,U.S,1,0,0,0,4.59512,,3.555348,3.688879,23.8649,29.99095,24.85001,30.07218,24.76878,29.99095,9.180934,12.56941,8.764761,12.16285,7.936658,11.85171,,,4.095227,TUNISIA,8.10E+11,4.24E+14,5.68E+14,1.60E+13,35.55415,3.571057,0,3.555348,68,1,0,1225,0.35,0.65,-0.4307829,0,0,0,3.555348,3.555348,0,0,0,0,3.589642,0,0,0,3.589642,3.589642,0,0,0,0,31.44,3.448081
TUNISIA,2003,U.S,115,99,6,35,40,35,2.75E+10,1.11E+13,6.54E+10,1.18E+13,6.15E+10,1.11E+13,9811.647,290107.93,6536.707,193615.75,2864.4012,140900.28,,,59.305919,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,U.S,1,0,0,0,4.744932,4.59512,3.555348,3.688879,24.03574,30.037,24.90327,30.09738,24.84289,30.037,9.191325,12.57801,8.785189,12.17363,7.960114,11.85581,,,4.082709,TUNISIA,9.61E+11,4.44E+14,6.56E+14,1.84E+13,35.70795,3.575373,0,3.555348,68,1,0,1225,0.35,0.65,-0.4307829,0,0,0,3.555348,3.555348,0,0,0,0,3.571057,0,0,0,3.571057,3.571057,0,0,0,0,31.24,3.441699
TUNISIA,2004,U.S,120,115,59,35,40,35,3.12E+10,1.18E+13,6.93E+10,1.22E+13,6.70E+10,1.18E+13,9913.681,292805.3,6656.084,195950.18,2926.0464,142542.25,,,57.37259,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,U.S,1,0,0,0,4.787492,4.744932,3.555348,3.688879,24.16314,30.09893,24.96115,30.13159,24.9285,30.09893,9.201671,12.58726,8.803287,12.18562,7.981408,11.86739,,,4.049567,TUNISIA,1.09E+12,4.72E+14,7.38E+14,2.10E+13,35.19563,3.560922,0,3.555348,68,1,0,1225,0.35,0.65,-0.4307829,0,0,0,3.555348,3.555348,0,0,0,0,3.575373,0,0,0,3.575373,3.575373,0,0,0,0,31.07,3.436243
TUNISIA,2005,U.S,154,120,28,35,40,35,3.23E+10,1.26E+13,7.20E+10,1.26E+13,7.20E+10,1.26E+13,10012.905,295516.6,6767.391,198347.76,2947.877,145228.49,6.576,12.91,52.324924,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,U.S,1,0,0,0,5.036952,4.787492,3.555348,3.688879,24.19781,30.16188,25.00038,30.16188,25.00038,30.16188,9.21163,12.59648,8.819871,12.19778,7.988841,11.88606,1.883427,2.558002,3.957473,TUNISIA,1.13E+12,5.03E+14,7.67E+14,2.25E+13,34.10273,3.529377,0,3.555348,68,1,0,1225,0.35,0.65,-0.4307829,0,0,0,3.555348,3.555348,0,0,0,0,3.560922,0,0,0,3.560922,3.560922,0,0,0,0,29.86,3.39652
TUNISIA,2006,U.S,67,154,-44,35,40,35,3.44E+10,1.33E+13,7.61E+10,1.29E+13,7.86E+10,1.33E+13,10111.973,298379.91,6877.996,200699.1,3014.2677,147950.91,,,63.763952,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,U.S,1,0,0,0,4.204693,5.036952,3.555348,3.688879,24.26066,30.21988,25.05538,30.18812,25.08713,30.21988,9.221476,12.60612,8.836082,12.20956,8.011112,11.90464,,,4.155188,TUNISIA,1.20E+12,5.33E+14,8.07E+14,2.43E+13,33.29413,3.505381,0,3.555348,68,1,0,1225,0.35,0.65,-0.4307829,0,0,0,3.555348,3.555348,0,0,0,0,3.529377,0,0,0,3.529377,3.529377,0,0,0,0,29.22,3.374853
TUNISIA,2007,U.S,175,67,111,30,40,35,3.89E+10,1.40E+13,8.09E+10,1.31E+13,8.59E+10,1.40E+13,10212.857,301231.21,6988.004,202723.88,3088.9265,149140.75,,,67.577543,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,U.S,1,0,0,0,5.164786,4.204693,3.401197,3.688879,24.38513,30.26735,25.11609,30.20702,25.17642,30.26735,9.231402,12.61563,8.851951,12.2196,8.035579,11.91265,,,4.213276,TUNISIA,1.17E+12,5.58E+14,9.22E+14,2.76E+13,33.38958,3.508244,0,3.555348,68,1,0,900,0.3,0.7,-0.356675,0,0,0,3.401197,3.401197,0,0,0,0,3.505381,0,0,0,3.505381,3.505381,0,0,0,0,29.05,3.369019
TUNISIA,2008,U.S,257,175,72,30,40,35,4.49E+10,1.42E+13,8.45E+10,1.31E+13,9.18E+10,1.42E+13,10315.836,304093.97,7095.107,204408.96,3147.64,148830.19,,,65.147255,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,U.S,1,0,0,0,5.549076,5.164786,3.401197,3.688879,24.52725,30.28562,25.16031,30.20342,25.24251,30.28562,9.241435,12.62509,8.867161,12.22788,8.054408,11.91056,,,4.17665,TUNISIA,1.35E+12,5.69E+14,9.31E+14,3.04E+13,30.59645,3.420884,0,3.555348,68,1,0,900,0.3,0.7,-0.356675,0,0,0,3.401197,3.401197,0,0,0,0,3.508244,0,0,0,3.508244,3.508244,0,0,0,0,27.91,3.328985
TUNISIA,2009,U.S,213,257,-86,30,40,35,4.35E+10,1.39E+13,8.71E+10,1.26E+13,9.56E+10,1.39E+13,10420.551,306771.53,7195.708,206060.77,3211.9415,143479.43,,,73.731973,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U.S,1,0,0,0,5.361292,5.549076,3.401197,3.688879,24.49653,30.26029,25.19081,30.16751,25.28359,30.26029,9.251535,12.63386,8.88124,12.23593,8.074631,11.87395,,,4.300436,TUNISIA,1.31E+12,5.55E+14,8.95E+14,2.93E+13,30.56907,3.419989,0,3.555348,68,1,0,900,0.3,0.7,-0.356675,0,0,0,3.401197,3.401197,0,0,0,0,3.420884,0,0,0,3.420884,3.420884,0,0,0,0,27.67,3.320349
TUNISIA,2010,U.S,255,213,22,30,40,35,4.42E+10,1.45E+13,8.98E+10,1.30E+13,9.96E+10,1.45E+13,10525.041,309330.22,7285.54,207647.47,3280.5369,142671.74,7.323,13.097,71.647844,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,U.S,1,0,0,0,5.541264,5.361292,3.401197,3.688879,24.51286,30.30152,25.22037,30.19728,25.32461,30.30152,9.261513,12.64216,8.893647,12.2436,8.095762,11.8683,1.99102,2.572383,4.271763,TUNISIA,1.33E+12,5.78E+14,1.00E+15,3.27E+13,30.63763,3.422229,0,3.555348,68,1,0,900,0.3,0.7,-0.356675,0,0,0,3.401197,3.401197,0,0,0,0,3.419989,0,0,0,3.419989,3.419989,0,0,0,0,27.63,3.318902
ARGENTINA,1993,U.S,4442,3327,1079,30,40,30,2.37E+11,6.58E+12,3.25E+11,8.45E+12,2.53E+11,6.58E+12,34407.154,259918.59,20965.286,169920.14,12600.42,122910.1,,,11.237831,1,America,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,8.39886,8.109826,3.401197,3.688879,26.19028,29.5155,26.50769,29.76496,26.25822,29.5155,10.44602,12.46812,9.950624,12.04308,9.441485,11.71921,,,2.419286,ARGENTINA,7.10E+12,2.63E+14,5.90E+14,1.31E+13,45.07384,3.808302,0,3.401197,41,1,0,900,0.3,0.7,-0.356675,3.401197,0,0,0,3.401197,0,0,0,0,,,,,,,,,,,36.79,3.605226
ARGENTINA,1994,U.S,5692,4442,1455,30,40,30,2.57E+11,6.99E+12,3.44E+11,8.80E+12,2.74E+11,6.99E+12,34846.891,263125.82,21324.375,171992.19,12511.678,126273.64,,,12.265594,1,America,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,8.646817,8.39886,3.401197,3.688879,26.27405,29.57597,26.56441,29.80528,26.3351,29.57597,10.45872,12.48039,9.967606,12.0552,9.434418,11.74621,,,2.506798,ARGENTINA,7.72E+12,2.80E+14,6.30E+14,1.43E+13,43.87298,3.781299,0,3.401197,41,1,0,900,0.3,0.7,-0.356675,3.401197,0,0,0,3.401197,0,0,0,0,3.808302,3.808302,0,0,0,3.808302,0,0,0,0,35.85,3.579344
ARGENTINA,1995,U.S,7660,5692,2048,30,40,30,2.58E+11,7.34E+12,3.34E+11,9.02E+12,2.72E+11,7.34E+12,35273.844,266278.39,21695.707,174237.36,11863.767,128964.13,8.596,12.635,14.992984,1,America,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,8.943768,8.646817,3.401197,3.688879,26.27635,29.62414,26.53554,29.83045,26.32923,29.62414,10.4709,12.4923,9.98487,12.06817,9.381245,11.76729,2.151297,2.536471,2.707582,ARGENTINA,7.74E+12,2.94E+14,7.19E+14,1.62E+13,44.35585,3.792245,0,3.401197,41,1,0,900,0.3,0.7,-0.356675,3.401197,0,0,0,3.401197,0,0,0,0,3.781299,3.781299,0,0,0,3.781299,0,0,0,0,35.69,3.574871
ARGENTINA,1996,U.S,7893,7660,371,30,40,30,2.72E+11,7.75E+12,3.53E+11,9.36E+12,2.92E+11,7.75E+12,35682.96,269394.28,22050.827,176547.32,12274.417,131049.41,,,16.888832,1,America,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,8.973732,8.943768,3.401197,3.688879,26.32962,29.67886,26.58934,29.86762,26.40058,29.67886,10.48243,12.50393,10.00111,12.08134,9.415273,11.78333,,,2.826653,ARGENTINA,8.16E+12,3.10E+14,7.02E+14,1.60E+13,43.9258,3.782502,0,3.401197,41,1,0,900,0.3,0.7,-0.356675,3.401197,0,0,0,3.401197,0,0,0,0,3.792245,3.792245,0,0,0,3.792245,0,0,0,0,35.94,3.581851
ARGENTINA,1997,U.S,10980,7893,1701,33,40,33,2.93E+11,8.26E+12,3.82E+11,9.78E+12,3.22E+11,8.26E+12,36102.16,272646.92,22382.197,179157.96,12810.597,134115.38,,,19.844954,1,America,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,9.303831,8.973732,3.496508,3.688879,26.40296,29.74202,26.66733,29.91169,26.49766,29.74202,10.49411,12.51593,10.01602,12.09602,9.458028,11.80646,,,2.98795,ARGENTINA,9.66E+12,3.30E+14,6.52E+14,1.55E+13,42.20379,3.74251,0,3.496508,41,1,0,1089,0.33,0.67,-0.4004776,3.496508,0,0,0,3.496508,0,0,0,0,3.782502,3.782502,0,0,0,3.782502,0,0,0,0,34.02,3.526949
ARGENTINA,1998,U.S,12327,10980,983,33,40,33,2.99E+11,8.74E+12,3.96E+11,1.02E+13,3.39E+11,8.74E+12,36517.919,275854.1,22698.971,181754.51,13321.058,136748.16,,,22.155192,1,America,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,9.419547,9.303831,3.496508,3.688879,26.42354,29.79905,26.7051,29.95476,26.54939,29.79905,10.50556,12.52763,10.03008,12.11041,9.497102,11.8259,,,3.098072,ARGENTINA,9.87E+12,3.50E+14,6.36E+14,1.50E+13,42.5463,3.750593,0,3.496508,41,1,0,1089,0.33,0.67,-0.4004776,3.496508,0,0,0,3.496508,0,0,0,0,3.74251,3.74251,0,0,0,3.74251,0,0,0,0,34.61,3.544143
ARGENTINA,1999,U.S,18865,12327,2954,35,40,35,2.84E+11,9.30E+12,3.83E+11,1.07E+13,3.32E+11,9.30E+12,36923.417,279040.17,22998.791,184286.96,13294.66,138899.77,,,28.99429,1,America,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,9.845063,9.419547,3.555348,3.688879,26.37056,29.86114,26.67067,30.0023,26.52951,29.86114,10.5166,12.53911,10.0432,12.12425,9.495118,11.84151,,,3.367099,ARGENTINA,9.92E+12,3.72E+14,6.38E+14,1.56E+13,40.85925,3.710133,0,3.555348,41,1,0,1225,0.35,0.65,-0.4307829,3.555348,0,0,0,3.555348,0,0,0,0,3.750593,3.750593,0,0,0,3.750593,0,0,0,0,33.88,3.522825
ARGENTINA,2000,U.S,17488,18865,675,35,40,35,2.84E+11,9.90E+12,3.80E+11,1.12E+13,3.37E+11,9.90E+12,37335.653,282162.41,23295.695,186813,13341.19,141117.31,8.726,12.706,31.283931,1,America,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,9.76927,9.845063,3.555348,3.688879,26.37296,29.92344,26.66274,30.04319,26.54299,29.92344,10.5277,12.55024,10.05602,12.13786,9.498611,11.85735,2.166307,2.542074,3.443105,ARGENTINA,9.95E+12,3.96E+14,6.14E+14,1.60E+13,38.34057,3.646509,0,3.555348,41,1,0,1225,0.35,0.65,-0.4307829,3.555348,0,0,0,3.555348,0,0,0,0,3.710133,3.710133,0,0,0,3.710133,0,0,0,0,33.53,3.51244
ARGENTINA,2001,U.S,15535,17488,-511,35,40,35,2.69E+11,1.02E+13,3.63E+11,1.13E+13,3.29E+11,1.02E+13,37694.169,284968.96,23572.646,189228.41,13016.001,140997.74,,,37.509242,1,America,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,9.650851,9.76927,3.555348,3.688879,26.31685,29.95673,26.61765,30.05406,26.52032,29.95673,10.53726,12.56014,10.06784,12.15071,9.473935,11.8565,,,3.624587,ARGENTINA,9.40E+12,4.09E+14,5.57E+14,1.54E+13,36.19049,3.588797,0,3.555348,41,1,0,1225,0.35,0.65,-0.4307829,3.555348,0,0,0,3.555348,0,0,0,0,3.646509,3.646509,0,0,0,3.646509,0,0,0,0,32.34,3.476305
ARGENTINA,2002,U.S,11288,15535,-1445,35,40,35,1.02E+11,1.06E+13,3.23E+11,1.15E+13,2.98E+11,1.06E+13,37999.45,287625.19,23817.375,191539.96,13301.278,140324.42,,,62.489026,1,America,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,U.S,1,0,0,0,9.331495,9.650851,3.555348,3.688879,25.34863,29.99095,26.5023,30.07218,26.42108,29.99095,10.54533,12.56941,10.07817,12.16285,9.495615,11.85171,,,4.134991,ARGENTINA,3.57E+12,4.24E+14,5.65E+14,1.59E+13,35.50598,3.569701,0,3.555348,41,1,0,1225,0.35,0.65,-0.4307829,3.555348,0,0,0,3.555348,0,0,0,0,3.588797,3.588797,0,0,0,3.588797,0,0,0,0,31.44,3.448081
ARGENTINA,2003,U.S,10663,11288,-118,35,40,35,1.30E+11,1.11E+13,3.52E+11,1.18E+13,3.31E+11,1.11E+13,38336.881,290107.93,24083.062,193615.75,13795.948,140900.28,,,53.829768,1,America,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,U.S,1,0,0,0,9.274535,9.331495,3.555348,3.688879,25.5877,30.037,26.58699,30.09738,26.52661,30.037,10.55417,12.57801,10.08926,12.17363,9.53213,11.85581,,,3.985827,ARGENTINA,4.54E+12,4.44E+14,6.52E+14,1.83E+13,35.65934,3.574011,0,3.555348,41,1,0,1225,0.35,0.65,-0.4307829,3.555348,0,0,0,3.555348,0,0,0,0,3.569701,3.569701,0,0,0,3.569701,0,0,0,0,31.24,3.441699
ARGENTINA,2004,U.S,9201,10663,1760,35,40,35,1.53E+11,1.18E+13,3.84E+11,1.22E+13,3.72E+11,1.18E+13,38741.833,292805.3,24383.794,195950.18,15454.392,142542.25,,,48.528288,1,America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,U.S,1,0,0,0,9.127068,9.274535,3.555348,3.688879,25.75455,30.09893,26.67344,30.13159,26.64078,30.09893,10.56468,12.58726,10.10167,12.18562,9.645649,11.86739,,,3.882147,ARGENTINA,5.36E+12,4.72E+14,7.33E+14,2.08E+13,35.14442,3.559466,0,3.555348,41,1,0,1225,0.35,0.65,-0.4307829,3.555348,0,0,0,3.555348,0,0,0,0,3.574011,3.574011,0,0,0,3.574011,0,0,0,0,31.07,3.436243
ARGENTINA,2005,U.S,10103,9201,859,35,40,35,1.83E+11,1.26E+13,4.19E+11,1.26E+13,4.19E+11,1.26E+13,39181.261,295516.6,24701.824,198347.76,16037.148,145228.49,9.128,12.91,42.839227,1,America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,U.S,1,0,0,0,9.220588,9.127068,3.555348,3.688879,25.93381,30.16188,26.76125,30.16188,26.76125,30.16188,10.57595,12.59648,10.11463,12.19778,9.682663,11.88606,2.211347,2.558002,3.757454,ARGENTINA,6.41E+12,5.03E+14,7.61E+14,2.24E+13,34.04613,3.527716,0,3.555348,41,1,0,1225,0.35,0.65,-0.4307829,3.555348,0,0,0,3.555348,0,0,0,0,3.559466,3.559466,0,0,0,3.559466,0,0,0,0,29.86,3.39652
ARGENTINA,2006,U.S,13174,10103,4274,35,40,35,2.14E+11,1.33E+13,4.55E+11,1.29E+13,4.69E+11,1.33E+13,39614.434,298379.91,25044.575,200699.1,16353.117,147950.91,,,40.244523,1,America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,U.S,1,0,0,0,9.486,9.220588,3.555348,3.688879,26.08955,30.21988,26.84252,30.18812,26.87427,30.21988,10.58695,12.60612,10.12841,12.20956,9.702174,11.90464,,,3.694974,ARGENTINA,7.49E+12,5.33E+14,8.00E+14,2.41E+13,33.23141,3.503495,0,3.555348,41,1,0,1225,0.35,0.65,-0.4307829,3.555348,0,0,0,3.555348,0,0,0,0,3.527716,3.527716,0,0,0,3.527716,0,0,0,0,29.22,3.374853
